id,name,now_cost,position,team,transfers_in_event,goals_conceded,expected_goal_involvements,chance_of_playing_this_round,creativity,threat,dreamteam_count,bonus,red_cards,expected_goals_per_90,transfers_out,in_dreamteam,corners_and_indirect_freekicks_order,own_goals,influence_rank_type,ict_index_rank_type,selected_rank,goals_scored,transfers_in,event_points,value_form,selected_by_percent,cost_change_start_fall,minutes,total_points,cost_change_event,points_per_game_rank_type,selected_rank_type,bps,clean_sheets,threat_rank,status,influence,form_rank_type,news,clean_sheets_per_90,goals_conceded_per_90,form,ict_index,ep_this,cost_change_event_fall,web_name,ep_next,penalties_order,saves,starts,value_season,yellow_cards,cost_change_start,now_cost_rank_type,form_rank,points_per_game_rank,expected_goal_involvements_per_90,transfers_out_event,expected_goals_conceded_per_90,creativity_rank,threat_rank_type,expected_goals,chance_of_playing_next_round,starts_per_90,expected_goals_conceded,expected_assists,assists,creativity_rank_type,saves_per_90,news_added,points_per_game,expected_assists_per_90,influence_rank,direct_freekicks_order,now_cost_rank,ict_index_rank
203,Will Hughes,50,MID,Crystal Palace,7,2,0.05,75.0,14.0,4.0,0,0,0,0.0,1356,False,5.0,0,92,106,546,0,427,0,0.2,0.0,0,83,2,0,71,231,10,0,202,d,14.2,118,Illness - 75% chance of playing,0.0,2.17,1.0,3.2,0.8,0,Hughes,0.8,,0,1,0.4,0,0,118,232,146,0.05,651,1.72,144,111,0.00,75.0,1.08,1.59,0.05,0,96,0.0,2024-08-23T14:00:06.339937Z,2.0,0.05,211,,189,217
204,Sam Johnstone,45,GKP,Crystal Palace,207,0,0.00,,0.0,0.0,0,0,0,0.0,9177,False,,0,56,56,278,0,819,0,0.0,0.4,0,0,0,0,55,37,0,0,364,a,0.0,55,,0.0,0.0,0.0,0.0,0.0,0,Johnstone,0.0,,0,0,0.0,0,0,18,426,426,0.0,2814,0.0,414,40,0.00,,0.0,0.00,0.00,0,42,0.0,,0.0,0.0,421,,354,429
205,Daichi Kamada,54,MID,Crystal Palace,401,3,0.09,,48.9,4.0,0,0,0,0.0,17091,False,,0,78,65,273,0,3188,1,0.2,0.4,1,96,2,-1,153,89,9,0,208,a,17.6,132,,0.0,2.81,1.0,7.1,1.0,1,Kamada,1.0,,0,1,0.4,1,-1,100,254,292,0.08,11037,1.12,35,117,0.00,,0.94,1.20,0.09,0,31,0.0,,1.0,0.08,191,,165,96
206,Jefferson Lerma Solís,50,MID,Crystal Palace,139,1,0.35,,15.7,2.0,0,0,0,0.02,1333,False,,0,108,115,507,0,356,2,0.3,0.1,0,78,3,0,89,199,12,1,234,a,9.6,86,,1.15,1.15,1.5,2.8,1.5,0,Lerma,1.5,,0,1,0.6,1,0,124,185,191,0.4,483,2.05,124,131,0.02,,1.15,1.78,0.33,0,87,0.0,,1.5,0.38,239,,198,234
207,Jean-Philippe Mateta,75,FWD,Crystal Palace,15283,3,0.54,,28.4,12.0,0,0,0,0.2,172331,False,,0,21,20,74,0,109863,2,0.2,5.4,0,135,3,0,23,13,6,0,131,a,4.8,22,,0.0,2.0,1.5,4.5,1.5,0,Mateta,1.5,2.0,0,2,0.4,0,0,6,214,219,0.36,88117,1.26,75,28,0.30,,1.33,1.89,0.24,0,6,0.0,,1.5,0.16,267,,17,171
208,Matheus França de Oliveira,45,MID,Crystal Palace,65,0,0.00,0.0,0.0,0.0,0,0,0,0.0,3773,False,,0,213,220,468,0,180,0,0.0,0.1,0,0,0,0,221,173,0,0,479,i,0.0,221,Rib Injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,0,M.França,0.0,,0,0,0.0,0,0,270,519,519,0.0,982,0.0,512,198,0.00,0.0,0.0,0.00,0.00,0,221,0.0,2024-08-16T13:30:05.681072Z,0.0,0.0,512,,508,520
209,Remi Matthews,40,GKP,Crystal Palace,1721,0,0.00,,0.0,0.0,0,0,0,0.0,5116,False,,0,32,32,185,0,4958,0,0.0,1.0,0,0,0,0,31,25,0,0,275,a,0.0,31,,0.0,0.0,0.0,0.0,0.0,0,Matthews,0.0,,0,0,0.0,0,0,49,351,351,0.0,2652,0.0,334,11,0.00,,0.0,0.00,0.00,0,13,0.0,,0.0,0.0,346,,566,354
210,Tyrick Mitchell,50,DEF,Crystal Palace,1484,4,0.23,,55.8,10.0,0,0,0,0.06,37670,False,,0,29,10,137,0,8821,1,0.2,2.1,0,180,2,0,89,51,13,0,134,a,35.8,76,,0.0,2.0,1.0,10.2,1.0,0,Mitchell,1.0,,0,2,0.4,0,0,28,239,269,0.12,18745,1.49,28,25,0.12,,1.0,2.98,0.11,0,4,0.0,,1.0,0.06,94,,247,66
211,Daniel Muñoz,50,DEF,Crystal Palace,5961,4,0.04,,17.6,10.0,0,0,0,0.0,56142,False,,0,61,39,86,0,42648,1,0.5,4.2,0,180,5,0,40,31,20,0,135,a,24.0,40,,0.0,2.0,2.5,5.2,2.5,0,Muñoz,2.5,,0,2,1.0,0,0,29,115,116,0.02,34013,1.49,107,26,0.00,,1.0,2.98,0.04,1,22,0.0,,2.5,0.02,160,,251,142
212,David Ozoh,45,MID,Crystal Palace,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,152,False,,0,209,216,620,0,0,0,0.0,0.0,0,0,0,0,217,279,0,0,475,u,0.0,217,Season long loan to Derby County,0.0,0.0,0.0,0.0,0.0,0,Ozoh,0.0,,0,0,0.0,0,0,266,515,515,0.0,42,0.0,508,194,0.00,0.0,0.0,0.00,0.00,0,217,0.0,2024-07-26T08:51:53.649693Z,0.0,0.0,508,,504,516
213,Jesurun Rak-Sakyi,45,MID,Crystal Palace,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,7877,False,,0,180,187,399,0,755,0,0.0,0.1,0,0,0,0,188,143,0,0,427,u,0.0,188,Loaned to Sheffield United,0.0,0.0,0.0,0.0,0.0,0,Rak-Sakyi,0.0,,0,0,0.0,0,0,232,475,475,0.0,3042,0.0,466,164,0.00,0.0,0.0,0.00,0.00,0,188,0.0,2024-08-20T12:16:48.741122Z,0.0,0.0,468,,446,476
214,Jeffrey Schlupp,49,MID,Crystal Palace,1597,0,0.00,,0.7,0.0,0,0,0,0.0,3151,False,,0,159,170,446,0,1858,1,0.1,0.1,1,9,1,-1,122,161,3,0,496,a,0.4,143,,0.0,0.0,0.5,0.1,0.5,1,Schlupp,0.5,,0,0,0.2,0,-1,203,291,248,0.0,1323,2.6,287,211,0.00,,0.0,0.26,0.00,0,164,0.0,,1.0,0.0,318,,308,330
215,Joel Ward,45,DEF,Crystal Palace,151,0,0.00,,0.0,0.0,0,0,0,0.0,2587,False,,0,160,160,415,0,456,0,0.0,0.1,0,0,0,0,155,154,0,0,352,a,0.0,155,,0.0,0.0,0.0,0.0,0.0,0,Ward,0.0,,0,0,0.0,0,0,50,419,419,0.0,962,0.0,404,138,0.00,,0.0,0.00,0.00,0,159,0.0,,0.0,0.0,415,,338,423
216,Adam Wharton,50,MID,Crystal Palace,1147,3,0.30,,31.3,19.0,0,0,0,0.06,7965,False,4.0,0,49,56,262,0,4348,2,0.4,0.5,0,163,4,0,81,86,34,0,100,a,29.6,78,,0.0,1.66,2.0,8.0,2.0,0,Wharton,2.0,,0,2,0.8,0,0,188,151,156,0.16,3815,1.12,64,60,0.11,,1.1,2.03,0.19,0,53,0.0,,2.0,0.1,124,,288,80
585,Ismaïla Sarr,59,MID,Crystal Palace,754,1,0.27,,15.3,6.0,0,0,0,0.36,10713,False,,0,155,122,321,0,2480,1,0.2,0.3,1,25,2,-1,161,107,9,0,176,a,1.6,136,,0.0,3.6,1.0,2.3,1.0,1,I.Sarr,1.0,,0,0,0.3,0,-1,57,261,305,0.97,4655,1.3,129,101,0.10,,0.0,0.36,0.17,0,90,0.0,,1.0,0.61,307,,93,251
217,Abdoulaye Doucouré,54,MID,Everton,1149,4,0.22,,4.6,12.0,0,0,0,0.16,13198,False,,0,132,127,271,0,2961,1,0.3,0.4,1,118,3,-1,102,88,5,0,127,a,4.0,99,,0.0,3.05,1.5,2.1,1.5,1,A.Doucoure,1.5,,0,2,0.6,0,-1,96,198,204,0.17,4823,2.13,200,77,0.21,,1.53,2.79,0.01,0,121,0.0,,1.5,0.01,273,,159,258
218,Norberto Bercique Gomes Betuncal,50,FWD,Everton,11621,2,0.00,,0.0,0.0,0,0,0,0.0,13442,False,,0,32,35,244,0,18247,1,0.2,0.5,0,32,2,0,27,41,2,0,561,a,1.0,25,,0.0,5.62,1.0,0.1,1.0,0,Beto,1.0,,0,0,0.4,0,0,55,246,279,0.0,6459,0.9,577,51,0.00,,0.0,0.32,0.00,0,54,0.0,,1.0,0.0,315,,278,333
219,Jarrad Branthwaite,49,DEF,Everton,194,0,0.00,0.0,0.0,0.0,0,0,0,0.0,99843,False,,0,198,198,173,0,562,0,0.0,1.3,1,0,0,-1,196,63,0,0,510,i,0.0,196,Groin Injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,1,Branthwaite,0.0,,0,0,0.0,0,-1,42,547,547,0.0,23081,0.0,539,193,0.00,0.0,0.0,0.00,0.00,0,198,0.0,2024-08-12T14:30:04.538597Z,0.0,0.0,541,,326,548
220,Dominic Calvert-Lewin,59,FWD,Everton,7575,5,0.06,,3.6,13.0,0,0,0,0.03,53157,False,,0,22,28,158,0,15753,2,0.3,1.6,1,146,4,-1,16,25,7,0,124,a,3.4,16,,0.0,3.08,2.0,2.0,2.0,1,Calvert-Lewin,2.0,1.0,0,2,0.7,0,-1,26,158,163,0.04,17214,2.18,214,27,0.05,,1.23,3.54,0.01,0,23,0.0,,2.0,0.01,282,,88,261
221,Séamus Coleman,44,DEF,Everton,31,0,0.00,0.0,0.0,0.0,0,0,0,0.0,1950,False,,0,147,147,559,0,79,0,0.0,0.0,1,0,0,-1,143,187,0,0,330,i,0.0,143,Calf injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,1,Coleman,0.0,,0,0,0.0,0,-1,138,403,403,0.0,430,0.0,386,121,0.00,0.0,0.0,0.00,0.00,0,146,0.0,2024-08-12T14:30:04.547756Z,0.0,0.0,398,,528,406
222,Idrissa Gueye,50,MID,Everton,358,7,0.04,,7.1,3.0,0,0,0,0.01,1477,False,,0,77,113,493,0,664,2,0.4,0.1,0,180,4,0,70,191,14,0,216,a,18.6,68,,0.0,3.5,2.0,2.9,2.0,0,Gana,2.0,,0,2,0.8,0,0,116,140,144,0.02,528,1.93,182,122,0.02,,1.0,3.86,0.02,0,112,0.0,,2.0,0.01,186,,183,229
223,James Garner,50,MID,Everton,17,0,0.00,25.0,0.0,0.0,0,0,0,0.0,913,False,3.0,0,246,252,585,0,25,0,0.0,0.0,0,0,0,0,252,255,0,0,542,d,0.0,252,Calf injury - 25% chance of playing,0.0,0.0,0.0,0.0,0.0,0,Garner,0.0,,0,0,0.0,0,0,159,567,567,0.0,173,0.0,565,236,0.00,25.0,0.0,0.00,0.00,0,253,0.0,2024-08-12T14:30:04.556771Z,0.0,0.0,561,2.0,244,568
224,Jack Harrison,55,MID,Everton,513,4,0.94,,16.6,44.0,0,0,0,0.44,4030,False,,0,107,66,384,0,1485,1,0.3,0.2,0,140,3,0,108,134,10,0,38,a,9.8,105,,0.0,2.57,1.5,6.8,1.5,0,Harrison,1.5,,0,2,0.5,0,0,76,206,212,0.61,1522,1.94,113,20,0.68,,1.29,3.02,0.26,0,80,0.0,,1.5,0.17,236,,126,99
225,Mason Holgate,40,DEF,Everton,2517,1,0.00,,0.0,0.0,0,0,0,0.0,6874,False,,0,115,115,235,0,9190,0,0.1,0.6,0,5,1,0,68,84,-1,0,278,a,0.0,83,,0.0,18.0,0.5,0.0,0.5,0,Holgate,0.5,,0,0,0.2,0,0,166,271,223,0.0,3162,1.26,337,86,0.00,,0.0,0.07,0.00,0,114,0.0,,1.0,0.0,349,,571,357
226,Tim Iroegbunam,45,MID,Everton,26459,7,0.16,,3.3,14.0,0,0,0,0.07,11855,False,,0,76,101,238,0,40474,2,0.4,0.6,0,180,4,0,67,82,8,0,120,a,18.8,66,,0.0,3.5,2.0,3.6,2.0,0,Iroegbunam,2.0,,0,2,0.9,0,0,241,138,140,0.08,7505,1.93,217,73,0.14,,1.0,3.86,0.02,0,130,0.0,,2.0,0.01,185,,471,206
227,João Neves Virgínia,40,GKP,Everton,1057,0,0.00,,0.0,0.0,0,0,0,0.0,4145,False,,0,37,37,230,0,2481,0,0.0,0.6,0,0,0,0,36,33,0,0,289,a,0.0,36,,0.0,0.0,0.0,0.0,0.0,0,J.Virginia,0.0,,0,0,0.0,0,0,54,363,363,0.0,2080,0.0,347,16,0.00,,0.0,0.00,0.00,0,18,0.0,,0.0,0.0,359,,584,367
228,Michael Keane,40,DEF,Everton,11415,7,0.03,,11.0,6.0,0,0,0,0.0,25491,False,,0,38,42,130,0,32444,0,0.1,2.3,0,180,1,0,95,48,-1,0,163,a,33.0,81,,0.0,3.5,0.5,5.0,0.5,0,Keane,0.5,,0,2,0.2,0,0,157,269,319,0.01,12026,1.93,168,37,0.01,,1.0,3.86,0.02,0,44,0.0,,0.5,0.01,109,,557,148
229,Neal Maupay,50,FWD,Everton,6225,0,0.00,,0.0,0.0,0,0,0,0.0,41054,False,,0,46,47,167,0,14770,0,0.0,1.5,0,0,0,0,48,29,0,0,521,a,0.0,48,,0.0,0.0,0.0,0.0,0.0,0,Maupay,0.0,,0,0,0.0,0,0,46,554,554,0.0,16914,0.0,548,44,0.00,,0.0,0.00,0.00,0,46,0.0,,0.0,0.0,548,,192,555
230,Dwight McNeil,54,MID,Everton,1337,7,0.82,,108.8,9.0,0,0,0,0.02,18529,False,1.0,0,45,19,224,0,2077,2,0.4,0.7,1,180,4,-1,82,77,30,0,144,a,31.6,79,,0.0,3.5,2.0,15.0,2.0,1,McNeil,2.0,,0,2,0.7,0,-1,103,152,157,0.42,6247,1.93,2,87,0.03,,1.0,3.86,0.80,0,2,0.0,,2.0,0.4,116,,168,27
231,Vitalii Mykolenko,44,DEF,Everton,6352,7,0.02,,3.0,2.0,0,0,0,0.0,182730,False,,0,79,84,57,0,12638,0,0.1,7.2,1,180,1,-1,98,20,-5,0,221,a,17.8,86,,0.0,3.5,0.5,2.3,0.5,1,Mykolenko,0.5,,0,2,0.2,0,-1,148,274,322,0.01,71096,1.93,223,67,0.00,,1.0,3.86,0.02,0,66,0.0,,0.5,0.01,190,,539,247
232,Iliman Ndiaye,54,FWD,Everton,1463,3,0.06,,1.3,15.0,0,0,0,0.06,4255,False,,0,16,22,400,0,2068,1,0.2,0.1,1,60,2,-1,30,54,-1,0,115,a,15.2,26,,0.0,4.5,1.0,3.1,1.0,1,Ndiaye,1.0,,0,0,0.4,0,-1,44,255,293,0.09,1653,1.6,266,25,0.04,,0.0,1.07,0.02,0,29,0.0,,1.0,0.03,205,,170,224
234,Nathan Patterson,45,DEF,Everton,12,0,0.00,0.0,0.0,0.0,0,0,0,0.0,930,False,,0,187,187,581,0,48,0,0.0,0.0,0,0,0,0,184,195,0,0,414,i,0.0,184,Hamstring injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,0,Patterson,0.0,,0,0,0.0,0,0,111,465,465,0.0,203,0.0,456,171,0.00,0.0,0.0,0.00,0.00,0,186,0.0,2024-08-12T14:30:04.567805Z,0.0,0.0,458,,429,466
235,Jordan Pickford,50,GKP,Everton,7801,7,0.02,,0.1,0.0,0,0,0,0.0,307585,False,,0,9,9,32,0,18459,1,0.2,12.7,0,180,2,0,19,5,-3,0,519,a,45.0,19,,0.0,3.5,1.0,4.5,1.0,0,Pickford,1.0,,5,2,0.4,0,0,8,233,256,0.01,121842,1.93,316,61,0.00,,1.0,3.86,0.02,0,2,2.5,,1.0,0.01,51,,190,168
236,James Tarkowski,49,DEF,Everton,1862,7,0.44,75.0,21.4,27.0,0,0,0,0.12,60943,False,,0,56,11,154,0,3816,0,0.0,1.6,1,180,0,-1,190,57,-11,0,75,a,25.6,190,,0.0,3.5,0.0,7.4,0.0,1,Tarkowski,0.0,,0,2,0.0,1,-1,34,533,533,0.22,17670,1.93,95,11,0.24,100.0,1.0,3.86,0.20,0,15,0.0,2024-08-23T09:30:06.049227Z,0.0,0.1,148,,306,89
237,Youssef Ramalho Chermiti,50,FWD,Everton,53,0,0.00,0.0,0.0,0.0,0,0,0,0.0,531,False,,0,54,55,590,0,239,0,0.0,0.0,0,0,0,0,55,70,0,0,564,i,0.0,55,Foot injury - Unknown return date,0.0,0.0,0.0,0.0,0.0,0,Y. Chermiti,0.0,,0,0,0.0,0,0,57,579,579,0.0,150,0.0,580,53,0.00,0.0,0.0,0.00,0.00,0,56,0.0,2024-08-05T15:00:04.380259Z,0.0,0.0,575,,284,582
238,Ashley Young,45,DEF,Everton,366,3,0.17,0.0,15.2,0.0,0,0,1,0.0,7684,False,,0,89,81,403,0,547,0,-0.2,0.1,0,65,-2,0,204,147,-10,0,345,a,9.8,204,,0.0,4.15,-1.0,2.5,0.0,0,Young,-1.0,,0,1,-0.4,0,0,45,626,626,0.24,859,1.7,132,133,0.00,100.0,1.38,1.23,0.17,0,29,0.0,2024-08-17T20:00:05.873666Z,-2.0,0.24,230,1.0,331,239
577,Jesper Lindstrøm,54,MID,Everton,206,2,0.05,,4.4,17.0,0,0,0,0.11,4027,False,,0,112,111,435,0,427,1,0.1,0.1,1,33,1,0,155,158,4,0,110,a,9.0,164,,0.0,5.45,0.5,3.0,0.5,0,Lindstrøm,0.5,,0,0,0.2,0,-1,107,319,295,0.14,1229,2.1,203,66,0.04,,0.0,0.77,0.01,0,123,0.0,,1.0,0.03,243,,173,226
582,Jake O'Brien,49,DEF,Everton,380,0,0.00,,0.0,0.0,0,0,0,0.0,8225,False,,0,199,199,320,0,1129,0,0.0,0.3,1,0,0,-1,197,117,0,0,511,a,0.0,197,,0.0,0.0,0.0,0.0,0.0,1,O'Brien,0.0,,0,0,0.0,0,-1,43,548,548,0.0,2758,0.0,540,194,0.00,,0.0,0.00,0.00,0,199,0.0,,0.0,0.0,542,,327,549
603,Harrison Armstrong,45,MID,Everton,3334,0,0.00,,0.1,2.0,0,0,0,0.0,3313,False,,0,223,163,379,0,6098,1,0.1,0.2,0,1,1,0,121,130,4,0,229,a,0.0,142,,0.0,0.0,0.5,0.2,0.5,0,Armstrong,0.5,,0,0,0.2,0,0,282,290,247,0.0,1594,0.0,314,127,0.00,,0.0,0.00,0.00,0,173,0.0,,1.0,0.0,525,,526,321
614,Jenson Metcalfe,45,MID,Everton,232,0,0.00,,0.0,0.0,0,0,0,0.0,157,False,,0,192,199,600,0,458,0,0.0,0.0,0,0,0,0,200,263,0,0,454,a,0.0,200,,0.0,0.0,0.0,0.0,0.0,0,Metcalfe,0.0,,0,0,0.0,0,0,245,496,496,0.0,110,0.0,489,176,0.00,,0.0,0.00,0.00,0,200,0.0,,0.0,0.0,489,,478,497
624,Asmir Begovic,40,GKP,Everton,4318,0,0.00,,0.0,0.0,0,0,0,0.0,567,False,,0,26,26,475,0,5086,0,0.0,0.1,0,0,0,0,25,62,0,0,262,a,0.0,25,,0.0,0.0,0.0,0.0,1.0,0,Begovic,1.0,,0,0,0.0,0,0,43,339,339,0.0,492,0.0,321,5,0.00,,0.0,0.00,0.00,0,7,0.0,,0.0,0.0,333,,549,341
627,Roman Dixon,40,DEF,Everton,860,4,0.00,,0.3,0.0,0,0,0,0.0,136,False,,0,82,91,587,0,860,0,0.0,0.0,0,90,0,0,129,197,0,0,314,a,15.4,129,,0.0,4.0,0.0,1.6,1.0,0,Dixon,1.0,,0,1,0.0,0,0,190,388,388,0.0,136,2.43,301,106,0.00,,1.0,2.43,0.00,0,98,0.0,,0.0,0.0,201,,611,270
19,Emile Smith Rowe,56,MID,Fulham,519677,1,0.56,,11.0,27.0,0,3,0,0.36,112608,False,,0,32,60,14,1,647619,10,1.2,21.7,-1,131,13,1,14,6,43,1,76,a,39.8,13,,0.69,0.69,6.5,7.8,7.0,-1,Smith Rowe,7.0,,0,2,2.3,0,1,61,22,23,0.38,41017,1.26,169,48,0.53,,1.37,1.84,0.03,0,108,0.0,,6.5,0.02,69,,100,86
191,Joachim Andersen,45,DEF,Fulham,19577,2,0.06,,2.9,7.0,0,0,0,0.04,340940,False,,0,76,77,23,0,48434,0,0.0,15.5,0,90,0,0,166,7,3,0,155,a,18.4,166,,0.0,2.0,0.0,2.8,0.5,0,Andersen,0.5,,0,1,0.0,1,0,74,438,438,0.06,148409,1.59,225,34,0.04,,1.0,1.59,0.02,0,68,0.0,,0.0,0.02,187,,380,232
239,Adama Traoré,50,MID,Fulham,32301,1,0.83,,49.3,44.0,0,0,0,0.19,17771,False,,0,47,31,188,0,66747,5,0.8,1.0,0,145,8,0,34,63,31,1,37,a,30.6,33,,0.62,0.62,4.0,12.4,4.5,0,Adama,4.5,,0,2,1.6,0,0,129,71,74,0.51,9510,1.19,34,19,0.31,,1.24,1.91,0.52,1,30,0.0,,4.0,0.32,120,,203,43
240,Andreas Hoelgebaum Pereira,55,MID,Fulham,8104,2,0.59,,179.3,7.0,0,0,0,0.03,70408,False,1.0,0,53,5,100,0,31740,2,0.3,3.4,0,175,3,0,104,32,37,0,159,a,28.2,101,,0.0,1.03,1.5,21.5,2.0,0,Andreas,2.0,2.0,0,2,0.5,1,0,67,201,207,0.3,34225,1.15,1,95,0.06,,1.03,2.24,0.53,0,1,0.0,,1.5,0.27,135,1.0,114,7
241,Calvin Bassey,45,DEF,Fulham,3965,2,0.13,,2.1,8.0,0,0,0,0.05,5747,False,,0,65,73,272,0,10124,2,0.3,0.4,0,180,3,0,59,102,14,0,147,a,23.2,58,,0.0,1.0,1.5,3.3,2.0,0,Bassey,2.0,,0,2,0.7,1,0,105,177,183,0.07,2166,1.52,245,29,0.10,,1.0,3.04,0.03,0,76,0.0,,1.5,0.02,166,,420,215
242,Steven Benda,40,GKP,Fulham,2345,0,0.00,,0.0,0.0,0,0,0,0.0,3664,False,,0,40,40,255,0,5620,0,0.0,0.5,0,0,0,0,39,35,0,0,296,a,0.0,39,,0.0,0.0,0.0,0.0,0.5,0,Benda,0.5,,0,0,0.0,0,0,57,370,370,0.0,1573,0.0,354,19,0.00,,0.0,0.00,0.00,0,21,0.0,,0.0,0.0,366,,592,374
243,Tom Cairney,50,MID,Fulham,103,1,0.05,,12.4,4.0,0,0,0,0.0,1097,False,,0,123,118,547,0,301,0,0.0,0.0,0,47,0,0,241,232,2,0,200,a,6.6,241,,0.0,1.91,0.0,2.4,0.5,0,Cairney,0.5,,0,0,0.0,2,0,115,551,551,0.1,426,2.32,158,110,0.00,,0.0,1.21,0.05,0,104,0.0,,0.0,0.1,258,,181,244
244,Timothy Castagne,44,DEF,Fulham,2128,0,0.00,,0.0,0.0,0,0,0,0.0,73081,False,,0,150,150,138,0,4248,0,0.0,2.1,1,0,0,-1,146,52,0,0,334,a,0.0,146,,0.0,0.0,0.0,0.0,0.5,1,Castagne,0.5,,0,0,0.0,0,-1,142,407,407,0.0,27939,0.0,390,124,0.00,,0.0,0.00,0.00,0,149,0.0,,0.0,0.0,402,,533,410
245,Issa Diop,45,DEF,Fulham,2270,2,0.01,,1.0,2.0,0,0,0,0.0,3386,False,,0,40,69,308,0,7769,2,0.4,0.3,0,180,4,0,44,115,18,0,224,a,32.8,44,,0.0,1.0,2.0,3.6,2.5,0,Diop,2.5,,0,2,0.9,0,0,91,136,138,0.0,1530,1.52,275,70,0.00,,1.0,3.04,0.01,0,91,0.0,,2.0,0.0,111,,402,205
246,Luke Harris,45,MID,Fulham,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,447,False,,0,205,212,599,0,0,0,0.0,0.0,0,0,0,0,213,262,0,0,469,u,0.0,213,Season long loan to Birmingham City,0.0,0.0,0.0,0.0,0.0,0,Harris,0.0,,0,0,0.0,0,0,262,510,510,0.0,131,0.0,503,190,0.00,0.0,0.0,0.00,0.00,0,213,0.0,2024-08-06T17:24:03.566492Z,0.0,0.0,503,,497,511
247,Alex Iwobi,55,MID,Fulham,37196,2,0.45,,27.1,49.0,0,1,0,0.12,15003,False,,0,22,29,186,1,49441,8,0.9,1.0,0,180,10,0,24,62,35,0,28,a,50.2,22,,0.0,1.0,5.0,12.6,5.5,0,Iwobi,5.5,,0,2,1.8,0,0,65,44,48,0.22,7812,1.52,79,14,0.25,,1.0,3.04,0.20,0,62,0.0,,5.0,0.1,45,,110,41
248,Bernd Leno,50,GKP,Fulham,20878,2,0.00,,0.0,0.0,0,0,0,0.0,32465,False,,0,5,6,107,0,62282,3,0.6,3.1,0,180,6,0,13,16,26,0,515,a,54.2,13,,0.0,1.0,3.0,5.4,3.5,0,Leno,3.5,,7,2,1.2,0,0,5,103,105,0.0,15789,1.52,543,58,0.00,,1.0,3.04,0.00,0,59,3.5,,3.0,0.0,35,,182,137
249,Saša Lukić,50,MID,Fulham,378,2,0.04,,17.9,0.0,0,0,0,0.0,981,False,,0,71,96,500,0,1047,2,0.4,0.1,0,180,4,0,76,196,29,0,536,a,21.8,73,,0.0,1.0,2.0,4.0,2.5,0,Lukić,2.5,3.0,0,2,0.8,0,0,146,146,151,0.02,412,1.19,104,232,0.00,,1.0,2.38,0.04,0,73,0.0,,2.0,0.02,172,,227,194
250,Kevin Mbabu,40,DEF,Fulham,2801,0,0.00,,0.0,0.0,0,0,0,0.0,7480,False,,0,110,110,251,0,6248,0,0.0,0.5,0,0,0,0,106,92,0,0,268,a,0.0,106,,0.0,0.0,0.0,0.0,0.5,0,Mbabu,0.5,,0,0,0.0,0,0,159,344,344,0.0,3417,0.0,327,81,0.00,,0.0,0.00,0.00,0,109,0.0,,0.0,0.0,339,,559,347
251,Rodrigo Muniz Carvalho,61,FWD,Fulham,75358,1,0.70,,41.2,100.0,0,0,0,0.4,111031,False,,0,15,4,45,0,420046,2,0.3,9.9,-1,156,4,0,18,7,18,1,5,a,17.0,18,,0.58,0.58,2.0,15.8,2.5,0,Muniz,2.5,,0,2,0.7,0,1,21,160,165,0.41,60897,1.17,45,2,0.69,,1.15,2.03,0.01,0,4,0.0,,2.0,0.01,195,,73,21
252,Raúl Jiménez,55,FWD,Fulham,3649,1,0.00,,0.6,0.0,0,0,0,0.0,15265,False,,0,34,34,268,0,7814,1,0.2,0.4,0,22,2,0,31,45,5,0,589,a,0.4,27,,0.0,4.09,1.0,0.2,1.5,0,Raúl,1.5,,0,0,0.4,0,0,32,256,298,0.0,5868,4.17,294,59,0.00,,0.0,1.02,0.00,0,33,0.0,,1.0,0.0,320,,106,325
253,Tim Ream,45,DEF,Fulham,0,0,0.00,0.0,0.0,0.0,0,0,0,0.0,734,False,,0,162,162,593,0,0,0,0.0,0.0,0,0,0,0,157,199,0,0,358,u,0.0,157,Permanent transfer to Charlotte FC,0.0,0.0,0.0,0.0,0.0,0,Ream,0.0,,0,0,0.0,0,0,54,422,422,0.0,171,0.0,409,141,0.00,0.0,0.0,0.00,0.00,0,161,0.0,2024-08-09T11:16:10.995330Z,0.0,0.0,418,,345,426
254,Harrison Reed,50,MID,Fulham,138,0,0.01,,0.8,2.0,0,0,0,0.0,973,False,,0,145,156,537,0,361,1,0.2,0.0,0,5,2,0,127,224,7,0,235,a,2.2,119,,0.0,0.0,1.0,0.4,1.5,0,Reed,1.5,,0,0,0.4,0,0,125,234,257,0.18,387,14.58,280,132,0.00,,0.0,0.81,0.01,0,159,0.0,,1.0,0.18,295,,199,312
255,Antonee Robinson,46,DEF,Fulham,192146,2,0.12,,32.9,4.0,0,2,0,0.0,48423,False,,0,5,9,35,0,365692,7,1.0,12.1,-1,180,9,1,18,11,46,0,199,a,71.6,16,,0.0,1.0,4.5,10.9,5.0,-1,Robinson,5.0,,0,2,2.0,0,1,44,57,61,0.06,19268,1.52,60,60,0.00,,1.0,3.04,0.12,1,6,0.0,,4.5,0.06,16,,330,55
